Tanggal,Kode_wilayah,Wilayah,Stasiun,Temperatur_rata-rata,Kelembapan_rata-rata,Curah_hujan, Lamanya_penyinaran_matahari ,Kecepatan_angin_rata-rata,Kategori_Curah_Hujan,Klasifikasi
7/28/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.9,68,0,1,1,Tidak Hujan,Normal
7/29/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.6,67,0,6.3,2,Tidak Hujan,Normal
7/30/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.5,66,0,6,2,Tidak Hujan,Normal
7/31/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.2,65,0,4.8,1,Tidak Hujan,Normal
8/1/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,68,0,6,2,Tidak Hujan,Normal
8/2/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,72,0,7,2,Tidak Hujan,Normal
8/3/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,75,0,0.7,1,Tidak Hujan,Normal
8/4/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.6,74,0,3.5,1,Tidak Hujan,Normal
8/5/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,71,0,6.5,1,Tidak Hujan,Normal
8/6/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.8,73,0,6.8,2,Tidak Hujan,Normal
8/7/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.8,76,0,7,1,Tidak Hujan,Normal
8/8/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29,77,0,5.2,2,Tidak Hujan,Normal
8/9/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,75,0,7,0,Tidak Hujan,Normal
8/10/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.3,76,0,7.2,1,Tidak Hujan,Normal
8/11/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.6,74,0,6.7,2,Tidak Hujan,Normal
8/12/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.8,66,0,5,1,Tidak Hujan,Normal
8/13/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.2,70,0,7,1,Tidak Hujan,Normal
8/14/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.4,72,0,6.7,2,Tidak Hujan,Normal
8/15/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.4,74,0,7,1,Tidak Hujan,Normal
8/16/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.8,72,0,7,1,Tidak Hujan,Normal
8/17/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.2,70,0,5.5,1,Tidak Hujan,Normal
8/18/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.2,71,0,7.2,2,Tidak Hujan,Normal
8/19/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.9,71,0,6.8,2,Tidak Hujan,Normal
8/20/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,72,0,7,1,Tidak Hujan,Normal
8/21/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,68,0,6.8,1,Tidak Hujan,Normal
8/22/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.8,70,0,4.5,2,Tidak Hujan,Normal
8/23/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29,68,0,4.5,2,Tidak Hujan,Normal
8/24/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,70,0,5.5,1,Tidak Hujan,Normal
8/25/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.8,74,0,7.2,1,Tidak Hujan,Normal
8/26/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.1,74,0,7.4,1,Tidak Hujan,Normal
8/27/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29,76,0,4.5,1,Tidak Hujan,Normal
8/28/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,71,1.8,5,1,Hujan Sedang,Normal
8/29/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,71,0,5,0,Tidak Hujan,Normal
8/30/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.5,72,0,7.5,2,Tidak Hujan,Normal
8/31/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.2,73,0,7.5,1,Tidak Hujan,Normal
9/1/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28,72,0,7,1,Tidak Hujan,Normal
9/2/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.5,71,0,7.4,1,Tidak Hujan,Normal
9/3/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.9,68,0,4.7,1,Tidak Hujan,Normal
9/4/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.3,62,0,5.5,1,Tidak Hujan,Normal
9/5/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.4,63,0,7.5,0,Tidak Hujan,Normal
9/6/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,65,0,8,0,Tidak Hujan,Normal
9/7/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,70,0,9.2,1,Tidak Hujan,Normal
9/8/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29,74,0,9.3,1,Tidak Hujan,Normal
9/9/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.3,72,0,8,1,Tidak Hujan,Normal
9/10/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.4,66,0,8,1,Tidak Hujan,Normal
9/11/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.1,66,0,6.7,1,Tidak Hujan,Normal
9/12/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.6,65,0,6,1,Tidak Hujan,Normal
9/13/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.5,67,0,8,0,Tidak Hujan,Normal
9/14/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,64,0,7,1,Tidak Hujan,Normal
9/15/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.5,65,0,8.2,1,Tidak Hujan,Normal
9/16/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.3,68,0,9,1,Tidak Hujan,Normal
9/17/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.1,70,0,8,1,Tidak Hujan,Normal
9/18/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29,73,0,7.4,1,Tidak Hujan,Normal
9/19/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.7,72,0,8.2,0,Tidak Hujan,Normal
9/20/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.9,73,0,3,0,Tidak Hujan,Normal
9/21/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.3,70,0,8,1,Tidak Hujan,Normal
9/22/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.8,70,0,7,1,Tidak Hujan,Normal
9/23/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.9,66,0,8,1,Tidak Hujan,Normal
9/24/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,72,0,3.6,1,Tidak Hujan,Normal
9/25/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.3,66,0,6,1,Tidak Hujan,Normal
9/26/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.5,66,0,9,0,Tidak Hujan,Normal
9/27/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.8,58,0,9,1,Tidak Hujan,Normal
9/28/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30,58,0,9.8,1,Tidak Hujan,Normal
9/29/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.4,59,0,9.5,1,Tidak Hujan,Normal
9/30/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.1,70,0,9.2,1,Tidak Hujan,Normal
10/1/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.9,72,0,8,1,Tidak Hujan,Normal
10/2/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,70,0,4.3,1,Tidak Hujan,Normal
10/3/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,67,0,4.8,2,Tidak Hujan,Normal
10/4/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29,74,0,8,1,Tidak Hujan,Normal
10/5/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.8,74,0,8,0,Tidak Hujan,Normal
10/6/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.3,76,0,8.5,1,Tidak Hujan,Normal
10/7/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.6,74,0,4.4,1,Tidak Hujan,Normal
10/8/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.7,73,0,4.9,1,Tidak Hujan,Normal
10/9/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,72,0,7.5,1,Tidak Hujan,Normal
10/10/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.7,65,0,8,1,Tidak Hujan,Normal
10/11/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,72,0,7,1,Tidak Hujan,Normal
10/12/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.2,74,0,6.2,1,Tidak Hujan,Normal
10/13/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,74,0,7.6,2,Tidak Hujan,Normal
10/14/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.3,65,0,7,2,Tidak Hujan,Normal
10/15/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.8,61,0,6,1,Tidak Hujan,Normal
10/16/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,69,0,5.7,1,Tidak Hujan,Normal
10/17/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,31.8,60,0,8,2,Tidak Hujan,Normal
10/18/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.3,62,0,7.6,2,Tidak Hujan,Normal
10/19/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.7,66,0,7.5,1,Tidak Hujan,Normal
10/20/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.9,73,0,6.4,2,Tidak Hujan,Normal
10/21/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.2,71,0,7.2,1,Tidak Hujan,Normal
10/22/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.4,65,0,8,1,Tidak Hujan,Normal
10/23/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,76,0,6.1,2,Tidak Hujan,Normal
10/24/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,72,0,8,1,Tidak Hujan,Normal
10/25/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.5,72,0,2,1,Tidak Hujan,Normal
10/26/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,72,0,4.4,1,Tidak Hujan,Normal
10/27/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,72,0,7,0,Tidak Hujan,Normal
10/28/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.3,68,0,7,1,Tidak Hujan,Normal
10/29/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.8,69,0,8,1,Tidak Hujan,Normal
10/30/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.7,67,0,7.8,1,Tidak Hujan,Normal
10/31/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.8,74,0,6.5,1,Tidak Hujan,Normal
11/1/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.8,72,8,4.3,1,Hujan Sedang,Normal
11/2/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.3,71,0,3.5,1,Tidak Hujan,Normal
11/3/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.2,70,0,4,1,Tidak Hujan,Normal
11/4/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.2,80,0,4.2,1,Tidak Hujan,Normal
11/5/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,80,28,1.5,1,Hujan Sedang,La Niña
11/6/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,75,0,0.6,0,Tidak Hujan,Normal
11/7/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.4,71,0,5.2,2,Tidak Hujan,Normal
11/8/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.4,72,0,3.2,1,Tidak Hujan,Normal
11/9/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30,72,0,0,1,Tidak Hujan,Normal
11/10/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,79,0,0,1,Tidak Hujan,Normal
11/11/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.3,76,4.5,0,1,Hujan Sedang,Normal
11/12/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,71,0,0,1,Tidak Hujan,Normal
11/13/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,31.2,67,0,0,1,Tidak Hujan,Normal
11/14/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.7,76,0,8,1,Tidak Hujan,Normal
11/15/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.6,74,39,0,1,Hujan Sedang,La Niña
11/16/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.7,74,0,4.2,2,Tidak Hujan,Normal
11/17/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.8,75,11,7.6,1,Hujan Sedang,Normal
11/18/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,76,0.4,6.2,1,Hujan Sedang,Normal
11/19/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.6,78,1,6,1,Hujan Sedang,Normal
11/20/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.4,69,4,7.8,1,Hujan Sedang,Normal
11/21/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.2,72,0,6.3,2,Tidak Hujan,Normal
11/22/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30,73,15,6.8,2,Hujan Sedang,Normal
11/23/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,78,3.1,3,1,Hujan Sedang,Normal
11/24/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.6,82,0,0,1,Tidak Hujan,Normal
11/25/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,26.1,89,3.5,1,0,Hujan Sedang,Normal
11/26/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.1,75,18.1,0,1,Hujan Sedang,La Niña
11/27/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.2,78,0,5.2,1,Tidak Hujan,Normal
11/28/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.5,73,0,0,0,Tidak Hujan,Normal
11/29/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.8,76,2.5,0,0,Hujan Sedang,Normal
11/30/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.3,80,18.1,6.2,1,Hujan Sedang,La Niña
12/1/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,26.9,87,3,2.3,0,Hujan Sedang,Normal
12/2/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,74,1.1,0,1,Hujan Sedang,Normal
12/3/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.6,78,0,6.1,1,Tidak Hujan,Normal
12/4/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,26.7,86,2.3,1.7,0,Hujan Sedang,Normal
12/5/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,74,1.4,0,1,Hujan Sedang,Normal
12/6/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,74,0,6.5,1,Tidak Hujan,Normal
12/7/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,79,0,6.7,1,Tidak Hujan,Normal
12/8/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.4,76,0,0.6,1,Tidak Hujan,Normal
12/9/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.1,76,0,3.6,1,Tidak Hujan,Normal
12/10/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,77,0,1,1,Tidak Hujan,Normal
12/11/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30,72,0,0,2,Tidak Hujan,Normal
12/12/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.7,71,0,7,1,Tidak Hujan,Normal
12/13/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,70,0,3.8,2,Tidak Hujan,Normal
12/14/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.6,69,0,6.8,2,Tidak Hujan,Normal
12/15/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.4,65,0,7.6,1,Tidak Hujan,Normal
12/16/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.3,64,0,5.2,2,Tidak Hujan,Normal
12/17/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.6,65,0,7.7,2,Tidak Hujan,Normal
12/18/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.7,66,0,7.8,1,Tidak Hujan,Normal
12/19/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.3,62,0,7.5,2,Tidak Hujan,Normal
12/20/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.3,56,0,6.1,1,Tidak Hujan,Normal
12/21/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.9,62,0,8,2,Tidak Hujan,Normal
12/22/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.1,65,0,7,1,Tidak Hujan,Normal
12/23/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,31,65,0,1.8,1,Tidak Hujan,Normal
12/24/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,30.6,70,0,6.6,1,Tidak Hujan,Normal
12/25/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.3,80,0,5.3,1,Tidak Hujan,Normal
12/26/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.4,80,36,2,1,Hujan Sedang,La Niña
12/27/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.7,80,0,0,1,Tidak Hujan,Normal
12/28/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.9,76,2.5,3.8,1,Hujan Sedang,Normal
12/29/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.3,79,0,0,1,Tidak Hujan,Normal
12/30/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,29.2,79,2,4,1,Hujan Sedang,Normal
12/31/2023,31.71,Jakarta Pusat,Stasiun Meteorologi Kemayoran,28.3,80,0,2.4,1,Tidak Hujan,Normal
1/1/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.9,93,38,1.3,2,Hujan Sedang,La Niña
1/2/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,88,134.4,0.1,3,Hujan Ekstrem,La Niña
1/3/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.7,83,0.7,1.1,2,Hujan Sedang,Normal
1/4/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,88,3.2,0.1,2,Hujan Sedang,Normal
1/5/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.5,84,31.3,3.5,3,Hujan Sedang,La Niña
1/6/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,76,1.5,2.9,4,Hujan Sedang,Normal
1/7/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,77,1.5,6.4,3,Hujan Sedang,Normal
1/8/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.5,82,0,9.2,4,Tidak Hujan,Normal
1/9/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,80,3.8,5.3,3,Hujan Sedang,Normal
1/10/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.6,74,0,8.4,3,Tidak Hujan,Normal
1/11/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,77,0,4.8,1,Tidak Hujan,Normal
1/12/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,74,0,0,1,Tidak Hujan,Normal
1/13/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.4,76,0,8.9,1,Tidak Hujan,Normal
1/14/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,76,0,6.4,2,Tidak Hujan,Normal
1/15/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,74,0,8.8,4,Tidak Hujan,Normal
1/16/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,75,0,7.1,3,Tidak Hujan,Normal
1/17/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.5,82,0,4.4,3,Tidak Hujan,Normal
1/18/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.8,83,0,0.1,2,Tidak Hujan,Normal
1/19/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.5,85,4.5,1.8,3,Hujan Sedang,Normal
1/20/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,79,0.2,2.6,2,Hujan Sedang,Normal
1/21/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,79,0.9,7.9,3,Hujan Sedang,Normal
1/22/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,80,0,8.5,4,Tidak Hujan,Normal
1/23/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,78,0,5.8,5,Tidak Hujan,Normal
1/24/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,77,0,4.6,5,Tidak Hujan,Normal
1/25/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,82,0.8,7.5,4,Hujan Sedang,Normal
1/26/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,81,0,0,3,Tidak Hujan,Normal
1/27/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.5,85,4.8,4,2,Hujan Sedang,Normal
1/28/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.8,92,30.5,6.1,2,Hujan Sedang,La Niña
1/29/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.3,86,12.1,0,3,Hujan Sedang,Normal
1/30/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,80,0,0.8,2,Tidak Hujan,Normal
1/31/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.1,81,0,4.4,3,Tidak Hujan,Normal
2/1/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.5,88,0.4,0.2,1,Hujan Sedang,Normal
2/2/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28,86,82.5,1.4,2,Hujan Ekstrem,La Niña
2/3/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.5,86,16.1,0.6,1,Hujan Sedang,Normal
2/4/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,82,0.2,0,3,Hujan Sedang,Normal
2/5/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,75,0,3.5,4,Tidak Hujan,Normal
2/6/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,72,0,7.9,4,Tidak Hujan,Normal
2/7/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.1,80,0,5.6,2,Tidak Hujan,Normal
2/8/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.5,87,30.8,0.9,2,Hujan Sedang,La Niña
2/9/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,79,0.3,2.1,4,Hujan Sedang,Normal
2/10/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,79,10,3,2,Hujan Sedang,Normal
2/11/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.9,85,4.9,7.5,3,Hujan Sedang,Normal
2/12/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,25.2,92,34,2.2,3,Hujan Sedang,La Niña
2/13/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,79,2,0,3,Hujan Sedang,Normal
2/14/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.3,81,0.1,1.2,4,Hujan Sedang,Normal
2/15/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.7,76,0,2.4,4,Tidak Hujan,Normal
2/16/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.3,84,1,3.6,3,Hujan Sedang,Normal
2/17/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.9,83,16.3,2.7,2,Hujan Sedang,Normal
2/18/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.7,85,0.4,2.1,2,Hujan Sedang,Normal
2/19/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.9,86,2.5,7.3,3,Hujan Sedang,Normal
